"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","FirstFlrSF","SecondFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
390,60,"RL",96,12474,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",272,"Ex","TA","PConc","1","4","1","3",1280,"6",0,402,1682,"GasA","Ex","Y","SBrkr",1742,590,0,2332,"1","0","2","1","3","1","Ex",9,"Typ","1","1","4",2008,"1","3",846,"5","5","Y",196,134,0,0,0,0,"NoPool","NoFence","None",0,8,"2008","New","Partial",12.9621946252515
391,50,"RL",50,8405,"Pave","1","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,8,1900,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","4","2","4","5",241,"2",391,229,861,"GasA","Ex","Y","SBrkr",961,406,0,1367,"1","0","1","0","4","1","TA",7,"Typ","0","NoFire","6",1978,"3","1",384,"5","5","Y",0,130,112,0,0,0,"NoPool","3","None",0,4,"2008","WD","Normal",11.6868787720937
392,60,"RL",71,12209,"Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","2Story",6,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","1","4","4","1",690,"6",0,114,804,"GasA","Ex","Y","SBrkr",804,1157,0,1961,"1","0","2","1","3","1","Gd",7,"Typ","1","5","4",2001,"1","2",560,"5","5","Y",125,192,0,0,0,0,"NoPool","NoFence","None",0,6,"2009","WD","Normal",12.2783933071098
393,20,"RL",0,8339,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1959,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Slab","NoBsmt","NoBsmt","NoBsmt","NoBsmt",0,"NoBsmt",0,0,0,"GasA","TA","Y","SBrkr",882,0,0,882,"0","0","1","0","3","1","TA",5,"Typ","0","NoFire","2",1959,"2","1",294,"5","5","Y",0,0,0,0,0,0,"NoPool","3","3",1200,7,"2007","WD","Normal",11.5759002641316
394,30,"RL",0,7446,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1Story",4,5,1941,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","4","4","4","5",266,"6",0,522,788,"GasA","TA","Y","FuseA",788,0,0,788,"0","0","1","0","2","1","TA",4,"Typ","2","5","NoGarage",1941,"NoGarage","0",0,"NoGarage","NoGarage","Y",0,0,0,0,0,0,"NoPool","2","None",0,4,"2006","WD","Abnorml",11.5129254649702
395,50,"RL",60,10134,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","4","4","4","6",0,"6",0,735,735,"GasA","Gd","Y","FuseA",735,299,0,1034,"0","0","1","0","2","1","TA",5,"Typ","0","NoFire","6",1940,"3","1",240,"5","5","Y",0,39,0,0,0,0,"NoPool","NoFence","None",0,7,"2007","WD","Normal",11.5991031612113
396,20,"RL",68,9571,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","4","4","1","2",739,"6",0,405,1144,"GasA","TA","Y","SBrkr",1144,0,0,1144,"1","0","1","0","3","1","TA",6,"Typ","0","NoFire","2",1956,"3","1",596,"5","5","Y",44,0,0,0,0,0,"NoPool","NoFence","None",0,6,"2010","WD","Normal",11.7675676833438
397,20,"RL",60,7200,"Pave","NoAlley","Reg","Low","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1972,1972,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","4","4","1","5",777,"6",0,117,894,"GasA","TA","Y","SBrkr",894,0,0,894,"0","0","1","0","2","1","TA",6,"Typ","0","NoFire","6",1985,"2","2",600,"5","5","Y",215,0,0,0,0,0,"NoPool","NoFence","None",0,9,"2009","WD","Normal",11.7199396343546
398,60,"RL",69,7590,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",5,5,1962,1962,"Gable","CompShg","VinylSd","VinylSd","BrkFace",288,"TA","TA","CBlock","4","4","4","1",540,"6",0,324,864,"GasA","TA","Y","SBrkr",876,936,0,1812,"0","0","2","0","4","1","TA",8,"Typ","1","5","2",1962,"2","1",264,"5","5","Y",0,168,0,0,0,0,"NoPool","NoFence","None",0,7,"2007","WD","Normal",12.0406082058026
399,30,"RM",60,8967,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,2,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","2","3","4","6",0,"6",0,961,961,"GasA","Gd","Y","Mix",1077,0,0,1077,"0","0","1","0","2","1","TA",6,"Maj2","0","NoFire","6",1920,"3","1",338,"4","4","N",0,0,0,0,0,0,"NoPool","NoFence","None",0,11,"2007","WD","Abnorml",11.1124478983731
400,60,"FV",65,8125,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2006,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",100,"Gd","TA","PConc","3","4","4","3",812,"6",0,280,1092,"GasA","Ex","Y","SBrkr",1112,438,0,1550,"1","0","2","0","2","1","Gd",7,"Typ","0","NoFire","2",2007,"1","2",438,"5","5","Y",0,168,0,0,0,0,"NoPool","NoFence","None",0,10,"2009","WD","Normal",12.3925522124728
401,120,"RL",38,14963,"Pave","NoAlley","IR2","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1996,1996,"Gable","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","PConc","3","4","4","3",786,"6",0,474,1260,"GasA","Ex","Y","SBrkr",1288,0,0,1288,"1","0","1","1","1","1","Ex",4,"Typ","2","3","2",1996,"1","2",500,"5","5","Y",120,30,0,0,224,0,"NoPool","NoFence","None",0,12,"2008","WD","Normal",12.4110522262167
402,20,"RL",65,8767,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","3","4","1","3",24,"6",0,1286,1310,"GasA","Ex","Y","SBrkr",1310,0,0,1310,"0","0","2","0","3","1","Gd",6,"Typ","1","3","2",2005,"1","2",400,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,7,"2006","New","Partial",12.0136401449855
403,30,"RL",60,10200,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1940,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","4","4","4","6",0,"6",0,672,672,"GasA","Ex","Y","SBrkr",672,0,0,672,"0","0","1","0","2","1","TA",4,"Typ","0","NoFire","6",1940,"3","1",240,"5","5","N",168,0,0,0,0,0,"NoPool","1","None",0,8,"2008","WD","Normal",11.5898865061064
404,60,"RL",93,12090,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",650,"Gd","TA","PConc","3","4","4","6",0,"6",0,1141,1141,"GasA","Gd","Y","SBrkr",1165,1098,0,2263,"0","0","2","1","4","1","Gd",10,"Typ","1","5","4",1998,"1","2",420,"5","5","Y",144,123,0,0,0,0,"NoPool","NoFence","None",0,7,"2006","WD","Abnorml",12.4607148639038
405,60,"RL",0,10364,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1995,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","3","4","4","6",0,"6",0,806,806,"GasA","Gd","Y","SBrkr",806,766,0,1572,"0","0","2","1","3","1","TA",7,"Typ","1","5","4",1995,"1","2",373,"5","5","Y",0,40,0,0,0,0,"NoPool","NoFence","None",0,5,"2007","WD","Normal",12.0317192583854
406,20,"RL",0,9991,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,4,1976,1993,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","4","4","4","2",1116,"6",0,165,1281,"GasA","Ex","Y","SBrkr",1620,0,0,1620,"1","0","2","0","3","1","TA",8,"Min1","1","5","2",1993,"3","2",490,"5","5","Y",120,78,0,0,0,0,"NoPool","2","None",0,6,"2009","WD","Normal",11.9183905730784
407,50,"RL",51,10480,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1936,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","4","4","4","6",0,"6",0,1064,1064,"GasA","Ex","Y","FuseA",1166,0,473,1639,"0","0","1","0","3","1","TA",6,"Maj2","0","NoFire","6",1936,"3","1",240,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,3,"2008","WD","Normal",11.6526874073454
408,70,"RL",63,15576,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,1915,1976,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","3","4","4","6",0,"6",0,840,840,"GasA","Ex","Y","SBrkr",840,840,0,1680,"0","0","2","0","4","1","TA",8,"Typ","0","NoFire","2",1960,"3","1",308,"5","5","Y",0,0,160,0,0,0,"NoPool","NoFence","None",0,3,"2008","WD","Normal",12.083905011556
409,60,"RL",109,14154,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",350,"Gd","TA","PConc","1","2","4","6",0,"6",0,1063,1063,"GasA","Ex","Y","SBrkr",1071,1101,0,2172,"0","0","2","1","3","1","Gd",9,"Typ","1","3","2",2006,"2","3",947,"5","5","Y",192,62,0,0,0,0,"NoPool","NoFence","None",0,8,"2007","New","Partial",12.5425448821514
410,60,"FV",85,10800,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",100,"Gd","TA","PConc","1","4","4","3",789,"6",0,245,1034,"GasA","Ex","Y","SBrkr",1050,1028,0,2078,"1","0","2","1","3","1","Ex",8,"Typ","1","3","2",2008,"1","3",836,"5","5","Y",0,102,0,0,0,0,"NoPool","NoFence","None",0,4,"2008","New","Partial",12.7359653320134
411,20,"RL",68,9571,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,3,1958,1958,"Gable","CompShg","BrkComm","Brk Cmn","None",0,"TA","Fa","CBlock","4","1","4","6",0,"6",0,1276,1276,"GasA","TA","Y","FuseA",1276,0,0,1276,"0","0","1","0","3","1","TA",5,"Mod","0","NoFire","2",1958,"3","1",350,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,6,"2009","COD","Abnorml",11.0020998412042
412,190,"RL",100,34650,"Pave","NoAlley","Reg","Bnk","AllPub","Inside","Gtl","Gilbert","Norm","Norm","2fmCon","1Story",5,5,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","4","4","3","5",1056,"6",0,0,1056,"GasA","TA","N","SBrkr",1056,0,0,1056,"1","0","1","0","3","1","TA",5,"Typ","0","NoFire","2",1955,"1","2",572,"5","5","Y",264,0,0,0,0,0,"NoPool","NoFence","None",0,1,"2006","WD","Normal",11.8844890214027
413,20,"FV",0,4403,"Pave","NoAlley","IR2","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","MetalSd","MetalSd","Stone",432,"Ex","TA","PConc","1","4","1","3",578,"6",0,892,1470,"GasA","Ex","Y","SBrkr",1478,0,0,1478,"1","0","2","1","2","1","Gd",7,"Typ","1","3","2",2009,"1","2",484,"5","5","Y",0,144,0,0,0,0,"NoPool","NoFence","None",0,6,"2010","New","Partial",12.3104326608544
414,30,"RM",56,8960,"Pave","1","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,6,1927,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","4","4","4","6",0,"6",0,1008,1008,"GasA","Gd","Y","FuseA",1028,0,0,1028,"0","0","1","0","2","1","TA",5,"Typ","1","3","6",1927,"3","2",360,"5","5","Y",0,0,130,0,0,0,"NoPool","NoFence","None",0,3,"2010","WD","Normal",11.6526874073454
415,60,"RL",59,11228,"Pave","NoAlley","IR2","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","3","4","4","2",50,"3",531,499,1080,"GasA","Ex","Y","SBrkr",1080,1017,0,2097,"0","1","2","1","3","1","Gd",9,"Typ","1","5","2",1993,"3","3",678,"5","5","Y",196,187,0,0,0,0,"NoPool","NoFence","None",0,12,"2008","WD","Normal",12.3371009079366
416,20,"RL",73,8899,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","3","4","1","3",24,"6",0,1316,1340,"GasA","Ex","Y","SBrkr",1340,0,0,1340,"0","0","2","0","3","1","Gd",6,"Typ","0","NoFire","2",2007,"1","2",396,"5","5","Y",100,30,0,0,0,0,"NoPool","NoFence","None",0,8,"2007","New","Partial",12.1069923678295
417,60,"RL",74,7844,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,7,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",203,"TA","TA","CBlock","4","4","4","1",209,"6",0,463,672,"GasA","TA","Y","SBrkr",672,728,0,1400,"0","0","1","1","3","1","TA",6,"Typ","1","5","2",1978,"1","2",440,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,3,"2006","WD","Normal",11.9150516718129
418,70,"RL",86,22420,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Feedr","Norm","1Fam","2Story",6,6,1918,1950,"Hip","CompShg","Wd Sdng","Stucco","None",0,"TA","TA","BrkTil","3","4","4","2",1128,"6",0,242,1370,"GasW","TA","N","FuseA",1370,1254,0,2624,"1","0","2","1","4","1","TA",10,"Typ","1","3","6",1918,"3","3",864,"5","5","N",0,0,0,0,0,0,"NoPool","NoFence","None",0,11,"2007","WD","Normal",12.3842188309136
419,50,"RL",60,8160,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","4","4","4","1",312,"6",0,444,756,"GasA","Fa","N","FuseF",756,378,0,1134,"1","0","1","1","3","1","TA",7,"Typ","0","NoFire","6",1940,"3","1",240,"5","5","P",0,0,0,0,0,0,"NoPool","NoFence","None",0,4,"2007","WD","AdjLand",11.7440371859336
420,20,"RL",65,8450,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","4","4","4","2",775,"6",0,281,1056,"GasA","Ex","Y","SBrkr",1056,0,0,1056,"1","0","1","0","3","1","TA",6,"Typ","1","2","2",1968,"3","1",304,"5","5","Y",0,85,184,0,0,0,"NoPool","NoFence","None",0,7,"2010","WD","Normal",11.8635823365834
421,90,"RM",78,7060,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,"TA","Gd","PConc","3","2","2","3",1309,"6",0,35,1344,"GasA","Ex","Y","SBrkr",1344,0,0,1344,"2","0","2","0","2","2","TA",8,"Typ","0","NoFire","2",1997,"1","4",784,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,11,"2008","WD","Alloca",12.2370866990593
422,20,"RL",0,16635,"Pave","NoAlley","IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2000,"Gable","CompShg","CemntBd","CmentBd","Stone",126,"Gd","TA","CBlock","3","4","4","1",1246,"6",0,356,1602,"GasA","Gd","Y","SBrkr",1602,0,0,1602,"0","1","2","0","3","1","Gd",8,"Typ","1","5","2",1977,"1","2",529,"5","5","Y",240,0,0,0,0,0,"NoPool","NoFence","None",0,6,"2009","WD","Normal",12.2783933071098
423,20,"RL",100,21750,"Pave","NoAlley","Reg","HLS","AllPub","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story",5,5,1954,1954,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","4","4","4","6",0,"6",0,988,988,"GasA","Ex","Y","FuseA",988,0,0,988,"0","0","1","0","2","1","TA",4,"Typ","0","NoFire","2",1954,"2","2",520,"5","5","N",0,0,0,0,0,0,"NoPool","NoFence","None",0,2,"2008","WD","Normal",11.6351430976945
424,60,"RL",80,9200,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",473,"Gd","TA","PConc","3","4","4","3",986,"6",0,484,1470,"GasA","Gd","Y","SBrkr",1470,1160,0,2630,"1","0","2","1","4","1","Gd",8,"Typ","1","5","2",1998,"1","3",696,"5","5","Y",0,66,0,0,0,0,"NoPool","NoFence","None",0,6,"2008","WD","Normal",12.6603279178078
425,20,"RL",72,9000,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",74,"TA","TA","CBlock","3","4","4","4",616,"6",0,580,1196,"GasA","Gd","Y","FuseA",1196,0,0,1196,"1","0","1","0","2","1","TA",6,"Typ","1","3","2",1956,"2","1",297,"5","5","Y",0,44,0,0,0,0,"NoPool","NoFence","None",0,5,"2008","WD","Normal",11.8422292121128
426,60,"RM",60,3378,"Pave","1","Reg","HLS","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1946,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","4","4","4","6",0,"6",0,651,651,"GasA","Gd","Y","SBrkr",707,682,0,1389,"0","0","1","1","3","1","TA",6,"Typ","2","3","6",1947,"3","1",240,"5","5","P",0,0,126,0,0,0,"NoPool","NoFence","None",0,9,"2009","WD","Normal",11.8130300574206
427,80,"RL",0,12800,"Pave","NoAlley","Reg","Low","AllPub","Inside","Mod","SawyerW","Norm","Norm","1Fam","SLvl",7,5,1989,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",145,"Gd","TA","PConc","3","4","2","3",1518,"6",0,0,1518,"GasA","Gd","Y","SBrkr",1644,0,0,1644,"1","1","2","0","2","1","Gd",5,"Typ","1","5","2",1989,"1","2",569,"5","5","Y",80,0,0,0,396,0,"NoPool","NoFence","None",0,8,"2009","WD","Normal",12.5245263766487
428,20,"RL",77,8593,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","4","4","4","5",288,"6",0,619,907,"GasA","Ex","Y","SBrkr",907,0,0,907,"0","0","1","0","3","1","TA",5,"Typ","0","NoFire","6",1964,"3","1",352,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,7,"2008","WD","Normal",11.5991765530135
429,20,"RL",64,6762,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Gd","TA","PConc","3","4","4","3",664,"6",0,544,1208,"GasA","Ex","Y","SBrkr",1208,0,0,1208,"1","0","2","0","2","1","Gd",6,"Typ","0","NoFire","2",2007,"2","2",628,"5","5","Y",105,54,0,0,0,0,"NoPool","NoFence","None",0,9,"2007","New","Partial",12.1828040185908
430,20,"RL",130,11457,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","3","4","3","3",1005,"6",0,387,1392,"GasA","TA","Y","SBrkr",1412,0,0,1412,"1","0","2","0","3","1","Gd",6,"Typ","1","5","2",1988,"3","2",576,"5","5","Y",0,0,169,0,0,0,"NoPool","NoFence","None",0,3,"2009","WD","Normal",12.0725412529057
431,160,"RM",21,1680,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",232,"TA","TA","CBlock","4","4","4","1",387,"6",0,96,483,"GasA","TA","Y","SBrkr",483,504,0,987,"0","0","1","1","2","1","TA",4,"Typ","0","NoFire","6",1971,"3","1",264,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,7,"2008","COD","Abnorml",11.3551013797767
432,50,"RM",60,5586,"Pave","NoAlley","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,1920,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","4","4","4","6",0,"6",0,901,901,"GasA","Gd","Y","SBrkr",1088,110,0,1198,"0","0","1","0","4","1","TA",7,"Typ","0","NoFire","NoGarage",1920,"NoGarage","0",0,"NoGarage","NoGarage","N",0,98,0,0,0,0,"NoPool","3","None",0,9,"2008","ConLD","Abnorml",11.2885311317544
433,160,"RM",24,1920,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",376,"TA","TA","CBlock","4","4","4","1",471,"6",0,294,765,"GasA","Ex","Y","SBrkr",765,600,0,1365,"1","0","1","1","2","1","TA",6,"Min1","0","NoFire","6",1971,"3","2",440,"5","5","Y",240,36,0,0,0,0,"NoPool","NoFence","None",0,8,"2007","WD","Normal",11.7158663089669
434,60,"RL",100,10839,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","3","4","4","6",0,"6",0,926,926,"GasA","Ex","Y","SBrkr",926,678,0,1604,"0","0","2","1","3","1","TA",7,"Typ","1","5","2",1997,"1","2",470,"5","5","Y",0,36,0,0,0,0,"NoPool","NoFence","None",0,7,"2008","WD","Normal",12.106252310248
435,180,"RM",21,1890,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","3","4","1","1",495,"6",0,135,630,"GasA","Gd","Y","SBrkr",630,0,0,630,"1","0","1","0","1","1","TA",3,"Typ","0","NoFire","NoGarage",1972,"NoGarage","0",0,"NoGarage","NoGarage","Y",88,0,0,0,0,0,"NoPool","NoFence","None",0,6,"2008","WD","Normal",11.3022044336546
436,60,"RL",43,10667,"Pave","NoAlley","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","PosN","Norm","1Fam","2Story",7,6,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","3","4","1","3",385,"1",344,70,799,"GasA","Ex","Y","SBrkr",827,834,0,1661,"1","0","2","1","3","1","Gd",6,"Typ","1","5","2",1996,"2","2",550,"5","5","Y",158,61,0,0,0,0,"NoPool","NoFence","None",0,4,"2009","ConLw","Normal",12.2643415536542
437,50,"RM",40,4400,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1920,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","2","4","4","6",0,"6",0,648,648,"GasA","TA","Y","FuseA",734,384,0,1118,"0","0","1","0","2","1","TA",6,"Typ","0","NoFire","6",1990,"3","2",440,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,10,"2006","WD","Normal",11.6613454700885
438,45,"RM",50,6000,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,1926,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","4","4","4","6",0,"6",0,884,884,"GasA","Gd","Y","SBrkr",904,0,0,904,"0","0","1","0","2","1","TA",4,"Typ","0","NoFire","6",1926,"3","1",180,"5","5","Y",0,0,105,0,0,0,"NoPool","NoFence","None",0,1,"2009","WD","Normal",11.6868787720937
439,30,"RL",40,4280,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,1913,2002,"Gable","CompShg","WdShing","Stucco","None",0,"TA","TA","PConc","4","4","4","4",365,"6",0,75,440,"GasA","TA","N","SBrkr",694,0,0,694,"0","0","1","0","2","1","Gd",4,"Typ","1","3","6",1990,"3","1",352,"3","5","P",0,0,34,0,0,0,"NoPool","3","None",0,3,"2007","WD","Normal",11.4114462960204
